state,latitude,longitude
Auvergne-Rhône-Alpes,45.94789605,4.806015179
Auvergne-Rhône-Alpes,45.78261623,4.80880812
Auvergne-Rhône-Alpes,44.93188324,4.812536266
Auvergne-Rhône-Alpes,46.01787027,4.815049098
Auvergne-Rhône-Alpes,45.77899611,4.823737736
Auvergne-Rhône-Alpes,45.74841643,4.825672663
Auvergne-Rhône-Alpes,45.77006558,4.828696484
Auvergne-Rhône-Alpes,45.86944918,4.835549346
Auvergne-Rhône-Alpes,45.73341611,4.837395781
Auvergne-Rhône-Alpes,45.62226678,4.846318755
Auvergne-Rhône-Alpes,45.70158534,4.850558728
Auvergne-Rhône-Alpes,45.7976694,4.851624305
Auvergne-Rhône-Alpes,45.77314818,4.851955412
Auvergne-Rhône-Alpes,45.84833975,4.856440312
Auvergne-Rhône-Alpes,45.26228049,4.866927621
Auvergne-Rhône-Alpes,45.36559315,4.868626277
Auvergne-Rhône-Alpes,45.73394164,4.869307123
Auvergne-Rhône-Alpes,45.75332778,4.869417619
Auvergne-Rhône-Alpes,45.18667542,4.880259046
Auvergne-Rhône-Alpes,45.70424673,4.881208218
Auvergne-Rhône-Alpes,45.07300002,4.883588852
Auvergne-Rhône-Alpes,46.24646533,4.885513859
Auvergne-Rhône-Alpes,45.77103734,4.889034143
Auvergne-Rhône-Alpes,44.83299015,4.890333765
Auvergne-Rhône-Alpes,44.96501885,4.894370971
Auvergne-Rhône-Alpes,45.82045738,4.89888941
Auvergne-Rhône-Alpes,45.54766767,4.906262503
Auvergne-Rhône-Alpes,45.73467229,4.911948397
Auvergne-Rhône-Alpes,44.92258108,4.913692367
Auvergne-Rhône-Alpes,45.7861201,4.926699949
Auvergne-Rhône-Alpes,45.70176868,4.948933897
Auvergne-Rhône-Alpes,45.83886029,4.957951482
Auvergne-Rhône-Alpes,45.77196828,4.961726866
Auvergne-Rhône-Alpes,45.12447383,4.981515666
Auvergne-Rhône-Alpes,45.52021779,4.984712901
Auvergne-Rhône-Alpes,45.65163065,4.990649105
Auvergne-Rhône-Alpes,45.36251763,5.034026922
Auvergne-Rhône-Alpes,44.87306886,5.035350975
Auvergne-Rhône-Alpes,45.05490963,5.038009441
Auvergne-Rhône-Alpes,45.77791608,5.038185638
Auvergne-Rhône-Alpes,45.87266937,5.040473294
Auvergne-Rhône-Alpes,44.73901211,5.068984059
Auvergne-Rhône-Alpes,44.98760761,5.080390784
Auvergne-Rhône-Alpes,45.49210517,5.134981059
Auvergne-Rhône-Alpes,45.59579675,5.153017907
Auvergne-Rhône-Alpes,45.89829046,5.163724307
Auvergne-Rhône-Alpes,45.74636576,5.171763862
Auvergne-Rhône-Alpes,44.36862381,5.19211251
Auvergne-Rhône-Alpes,45.39392881,5.221180305
Auvergne-Rhône-Alpes,45.61693777,5.222870748
Auvergne-Rhône-Alpes,46.20710922,5.224430543
Auvergne-Rhône-Alpes,45.71529758,5.269965238
Auvergne-Rhône-Alpes,45.5639512,5.295290379
Auvergne-Rhône-Alpes,45.1606167,5.296446495
Auvergne-Rhône-Alpes,45.97584187,5.343145002
Auvergne-Rhône-Alpes,46.20675033,5.386077262
Auvergne-Rhône-Alpes,45.44305082,5.401808302
Auvergne-Rhône-Alpes,45.21409366,5.412114427
Auvergne-Rhône-Alpes,45.57028841,5.452772744
Auvergne-Rhône-Alpes,45.7027516,5.453547884
Auvergne-Rhône-Alpes,45.35719305,5.480349724
Auvergne-Rhône-Alpes,45.27021755,5.509006591
Auvergne-Rhône-Alpes,45.54784274,5.574323447
Auvergne-Rhône-Alpes,45.36985529,5.598231625
Auvergne-Rhône-Alpes,45.21445009,5.623412654
Auvergne-Rhône-Alpes,46.24702793,5.65218171
Auvergne-Rhône-Alpes,45.02209638,5.656854527
Auvergne-Rhône-Alpes,45.73078968,5.65958907
Auvergne-Rhône-Alpes,45.17285584,5.669169824
Auvergne-Rhône-Alpes,45.19285643,5.677766112
Auvergne-Rhône-Alpes,45.26770556,5.696485307
Auvergne-Rhône-Alpes,45.14686419,5.715377579
Auvergne-Rhône-Alpes,45.19423939,5.715942804
Auvergne-Rhône-Alpes,45.17121246,5.725867506
Auvergne-Rhône-Alpes,45.1762261,5.765063481
Auvergne-Rhône-Alpes,45.25285915,5.766886094
Auvergne-Rhône-Alpes,45.13759233,5.775163431
Auvergne-Rhône-Alpes,46.10794996,5.795284905
Auvergne-Rhône-Alpes,45.24645457,5.826559444
Auvergne-Rhône-Alpes,45.06641658,5.846730611
Auvergne-Rhône-Alpes,45.60105686,5.854623837
Auvergne-Rhône-Alpes,45.57065631,5.915071158
Auvergne-Rhône-Alpes,45.35585781,5.918080192
Auvergne-Rhône-Alpes,46.01975201,5.929658443
Auvergne-Rhône-Alpes,45.71134574,5.943290772
Auvergne-Rhône-Alpes,45.88710582,5.943701254
Auvergne-Rhône-Alpes,45.23077677,5.947766046
Auvergne-Rhône-Alpes,46.2141145,5.957634121
Auvergne-Rhône-Alpes,45.43753316,5.989283133
Auvergne-Rhône-Alpes,45.61548989,5.997713937
Auvergne-Rhône-Alpes,45.53644489,5.99895832
Auvergne-Rhône-Alpes,46.32134752,6.035306011
Auvergne-Rhône-Alpes,45.95698747,6.04456736
Auvergne-Rhône-Alpes,45.85545618,6.080939489
Auvergne-Rhône-Alpes,45.90859975,6.098252144
Auvergne-Rhône-Alpes,46.27795867,6.100398002
Auvergne-Rhône-Alpes,46.11519691,6.104791706
Auvergne-Rhône-Alpes,45.89067042,6.125254971
Auvergne-Rhône-Alpes,45.91915496,6.161389064
Auvergne-Rhône-Alpes,45.96007136,6.162117101
Auvergne-Rhône-Alpes,46.18201545,6.20672346
Auvergne-Rhône-Alpes,46.18924654,6.248929623
Auvergne-Rhône-Alpes,46.11436725,6.256625143
Auvergne-Rhône-Alpes,45.75292347,6.270204966
Auvergne-Rhône-Alpes,46.18073393,6.307452254
Auvergne-Rhône-Alpes,46.06249943,6.318997107
Auvergne-Rhône-Alpes,46.32189823,6.321921056
Auvergne-Rhône-Alpes,45.87176304,6.333151949
Auvergne-Rhône-Alpes,45.67474692,6.369770708
Auvergne-Rhône-Alpes,46.15058792,6.400865231
Auvergne-Rhône-Alpes,46.03043394,6.412488564
Auvergne-Rhône-Alpes,46.34132371,6.505484373
Auvergne-Rhône-Alpes,45.93544688,6.603164688
Auvergne-Rhône-Alpes,46.03429493,6.618406437
Auvergne-Rhône-Alpes,46.36976158,6.655144857
Baden-Württemberg,47.6059189,7.610962239
Baden-Württemberg,47.81049035,7.637642045
Baden-Württemberg,47.61608031,7.660278461
Baden-Württemberg,47.63764432,7.695355212
Baden-Württemberg,47.99761642,7.716810086
Baden-Württemberg,47.58635843,7.769061213
Baden-Württemberg,47.99150189,7.782118804
Baden-Württemberg,48.04031051,7.828551237
Baden-Württemberg,48.57114296,7.849318262
Baden-Württemberg,48.12361286,7.86492518
Baden-Württemberg,47.67299075,7.871780513
Baden-Württemberg,48.33581942,7.871785123
Baden-Württemberg,48.00540042,7.886621357
Baden-Württemberg,47.95433428,7.893777161
Baden-Württemberg,48.46291223,7.922174942
Baden-Württemberg,47.56815495,7.956533289
Baden-Württemberg,48.08934634,7.969578625
Baden-Württemberg,48.63390842,8.037450415
Baden-Württemberg,48.5215749,8.067166461
Baden-Württemberg,48.68869931,8.148951642
Baden-Württemberg,48.86295795,8.184932591
Baden-Württemberg,47.65184854,8.242908912
Baden-Württemberg,48.9650838,8.315300062
Baden-Württemberg,48.99911524,8.325024963
Baden-Württemberg,49.041996,8.335572918
Baden-Württemberg,48.81753423,8.344769736
Baden-Württemberg,49.01094101,8.35797024
Baden-Württemberg,49.05225949,8.401583369
Baden-Württemberg,48.92727991,8.405874454
Baden-Württemberg,48.97687656,8.409223415
Baden-Württemberg,48.47962541,8.414505308
Baden-Württemberg,49.01757122,8.422722103
Baden-Württemberg,48.04931782,8.429737486
Baden-Württemberg,49.03013253,8.453819633
Baden-Württemberg,49.51663528,8.455908938
Baden-Württemberg,49.56077148,8.456380003
Baden-Württemberg,48.99271125,8.474084007
Baden-Württemberg,49.45353567,8.479103374
Baden-Württemberg,48.95941194,8.480760161
Baden-Württemberg,47.95977943,8.49144795
Baden-Württemberg,49.53371076,8.496335005
Baden-Württemberg,49.46908767,8.504590938
Baden-Württemberg,49.43249136,8.52778699
Baden-Württemberg,49.51685768,8.528463812
Baden-Württemberg,49.32798151,8.530402535
Baden-Württemberg,49.2309097,8.536379175
Baden-Württemberg,48.99158307,8.542340378
Baden-Württemberg,49.49752944,8.546782187
Baden-Württemberg,49.45852899,8.555719601
Baden-Württemberg,48.06092413,8.573050806
Baden-Württemberg,49.37524698,8.578759885
Baden-Württemberg,49.10354606,8.600319895
Baden-Württemberg,49.41799879,8.625080016
Baden-Württemberg,49.37506442,8.645857843
Baden-Württemberg,48.16806807,8.652749597
Baden-Württemberg,49.54183153,8.674636062
Baden-Württemberg,49.4337591,8.696097318
Baden-Württemberg,49.37277687,8.698785886
Baden-Württemberg,49.04382372,8.702857745
Baden-Württemberg,48.91192404,8.707916561
Baden-Württemberg,49.34337912,8.709986616
Baden-Württemberg,49.29911053,8.714631877
Baden-Württemberg,48.54040866,8.72104618
Baden-Württemberg,48.7096776,8.735883854
Baden-Württemberg,48.8654856,8.741531032
Baden-Württemberg,47.97744951,8.80914099
Baden-Württemberg,48.94359063,8.857424846
Baden-Württemberg,48.26584783,8.86250296
Baden-Württemberg,48.7601194,8.864274512
Baden-Württemberg,48.59741852,8.86997089
Baden-Württemberg,47.76073916,8.870281769
Baden-Württemberg,49.23806741,8.87969714
Baden-Württemberg,48.47334114,8.906982876
Baden-Württemberg,49.1375391,8.907192185
Baden-Württemberg,48.94743434,8.965517833
Baden-Württemberg,48.35236291,8.976393414
Baden-Württemberg,48.67875493,8.977522188
Baden-Württemberg,47.76026628,8.983584815
Baden-Württemberg,49.00015105,9.003526213
Baden-Württemberg,48.52123929,9.005463801
Baden-Württemberg,48.79086749,9.007051768
Baden-Württemberg,48.26653969,9.014037428
Baden-Württemberg,48.83883259,9.023120847
Baden-Württemberg,48.49106652,9.043304225
Baden-Württemberg,48.71097952,9.051053832
Baden-Württemberg,48.78902806,9.062756196
Baden-Württemberg,49.23918626,9.064500167
Baden-Württemberg,48.39541718,9.073801465
Baden-Württemberg,48.56004326,9.081691267
Baden-Württemberg,48.74406666,9.090245459
Baden-Württemberg,48.84809347,9.102052301
Baden-Württemberg,48.72997673,9.102281643
Baden-Württemberg,48.805393,9.108304226
Baden-Württemberg,48.955198,9.118524045
Baden-Württemberg,48.71625812,9.123717756
Baden-Württemberg,49.38093717,9.133875785
Baden-Württemberg,49.1800806,9.142774285
Baden-Württemberg,48.68568066,9.145513552
Baden-Württemberg,47.68514007,9.145702509
Baden-Württemberg,48.84741631,9.154016898
Baden-Württemberg,48.81085462,9.154129566
Baden-Württemberg,48.72419091,9.155497179
Baden-Württemberg,47.78531941,9.160510166
Baden-Württemberg,48.82993794,9.160966091
Baden-Württemberg,48.88847848,9.166998628
Baden-Württemberg,48.74468881,9.168950543
Baden-Württemberg,48.86629098,9.186536226
Baden-Württemberg,48.47985576,9.191998481
Baden-Württemberg,48.81611172,9.203993255
Baden-Württemberg,48.71238427,9.204100933
Baden-Württemberg,48.65918118,9.216920171
Baden-Württemberg,49.24023779,9.217885992
Baden-Württemberg,48.45226087,9.220819794
Baden-Württemberg,48.74480184,9.221402267
Baden-Württemberg,48.84220095,9.224619586
Baden-Württemberg,48.7987419,9.225414738
Baden-Württemberg,49.19914441,9.236337223
Baden-Württemberg,48.80954031,9.241722161
Baden-Württemberg,48.91142392,9.248711826
Baden-Württemberg,48.77912825,9.251668011
Baden-Württemberg,48.7175873,9.261166252
Baden-Württemberg,48.87711753,9.265983296
Baden-Württemberg,48.76533433,9.266436147
Baden-Württemberg,48.83711223,9.267080315
Baden-Württemberg,48.97516652,9.282795076
Baden-Württemberg,48.75293334,9.283827335
Baden-Württemberg,48.80016125,9.284464456
Baden-Württemberg,48.52823655,9.289408795
Baden-Württemberg,48.82815084,9.307438189
Baden-Württemberg,48.72246766,9.312177216
Baden-Württemberg,48.7554585,9.33243586
Baden-Württemberg,48.61941449,9.34047795
Baden-Württemberg,48.73339533,9.36185403
Baden-Württemberg,48.79822026,9.389789985
Baden-Württemberg,48.87278502,9.415425132
Baden-Württemberg,48.94532263,9.438745405
Baden-Württemberg,48.64250583,9.457243948
Baden-Württemberg,47.68961594,9.461498534
Baden-Württemberg,49.21045738,9.501621846
Baden-Württemberg,49.74310505,9.522286555
Baden-Württemberg,48.79859769,9.529662911
Baden-Württemberg,47.7407234,9.610141132
Baden-Württemberg,47.78006723,9.623249561
Baden-Württemberg,47.65653204,9.624364158
Baden-Württemberg,48.69822431,9.63364728
Baden-Württemberg,48.28090162,9.669923856
Baden-Württemberg,48.72184962,9.70311437
Baden-Württemberg,49.29391596,9.71120171
Baden-Württemberg,48.70260794,9.715904787
Baden-Württemberg,47.91791664,9.74953049
Baden-Württemberg,49.1106777,9.76009782
Baden-Württemberg,49.4546668,9.77375047
Baden-Württemberg,48.0911432,9.78869814
Baden-Württemberg,47.69244617,9.806143155
Baden-Württemberg,48.82535495,9.81119251
Baden-Württemberg,48.61092228,9.835277916
Baden-Württemberg,48.76735405,9.836540867
Baden-Württemberg,48.22778336,9.864471035
Baden-Württemberg,48.34943444,9.931022196
Baden-Württemberg,48.41874439,9.953470962
Baden-Württemberg,48.4176545,9.991234834
Baden-Württemberg,47.81261697,10.0187015
Baden-Württemberg,49.13113666,10.05542079
Baden-Württemberg,48.96391833,10.18121914
Baden-Württemberg,48.66749811,10.18490025
Baden-Württemberg,48.73041875,10.19348462
Bagmati region,27.7740364,86.2041998
Bahia,-12.20035985,-46.01384898
Bahia,-12.79955297,-45.48347928
Bahia,-13.22452312,-44.38484243
Bahia,-11.07893539,-43.37716256
Bahia,-13.29704448,-43.28993412
Bahia,-10.00872906,-43.11146705
Bahia,-14.20489259,-42.83249684
Bahia,-11.01908289,-42.74850014
Bahia,-13.17946592,-42.71069407
Bahia,-13.976677,-42.49735666
Bahia,-9.600617049,-42.25513279
Bahia,-13.8089231,-42.00917819
Bahia,-12.42666742,-41.87998886
